ticket_id,csat_score,response_date
TCK-0004367,5,2024-08-14
TCK-0004368,5,2024-09-21
TCK-0004370,4,2024-07-14
TCK-0004371,4,2024-08-19
TCK-0004376,5,2024-03-29
TCK-0004379,2,2024-04-05
TCK-0004382,3,2024-06-11
TCK-0004383,4,2024-03-09
TCK-0004384,5,2024-12-12
TCK-0004387,5,2024-03-01
TCK-0004391,2,2024-12-29
TCK-0004392,2,2024-05-24
TCK-0004393,1,2024-09-11
TCK-0004396,4,2024-05-06
TCK-0004398,4,2024-11-21
TCK-0004400,5,2024-06-13
TCK-0004401,5,2024-10-13
TCK-0004402,4,2024-03-28
TCK-0004403,5,2024-05-31
TCK-0004404,5,2024-06-03
TCK-0004406,4,2024-12-28
TCK-0004407,3,2024-03-26
TCK-0004408,4,2024-04-16
TCK-0004409,4,2024-11-28
TCK-0004410,3,2024-04-24
TCK-0004411,3,2024-04-03
TCK-0004412,5,2024-08-16
TCK-0004413,4,2024-10-17
TCK-0004414,5,2024-10-12
TCK-0004415,3,2024-01-09
TCK-0004416,1,2024-08-08
TCK-0004418,3,2024-06-28
TCK-0004419,3,2024-08-27
TCK-0004420,4,2024-10-12
TCK-0004421,5,2024-09-05
TCK-0004423,2,2024-02-11
TCK-0004424,2,2024-01-27
TCK-0004425,5,2024-12-28
TCK-0004426,4,2024-06-13
TCK-0004427,5,2024-05-07
TCK-0004428,4,2024-06-14
TCK-0004430,4,2024-12-18
TCK-0004432,4,2024-01-03
TCK-0004433,4,2024-02-15
TCK-0004435,4,2024-06-04
TCK-0004437,2,2024-07-12
TCK-0004438,5,2024-03-20
TCK-0004439,4,2024-09-14
TCK-0004440,3,2024-02-13
TCK-0004441,4,2024-03-09
TCK-0004442,5,2024-03-10
TCK-0004443,5,2024-11-03
TCK-0004445,4,2024-05-08
TCK-0004446,5,2024-12-25
TCK-0004447,3,2024-08-11
TCK-0004448,4,2024-12-04
TCK-0004449,3,2024-12-18
TCK-0004450,1,2024-07-02
TCK-0004451,4,2024-02-24
TCK-0004452,2,2024-02-26
TCK-0004453,4,2024-11-23
TCK-0004456,4,2024-05-25
TCK-0004457,3,2024-09-24
TCK-0004458,5,2025-01-02
TCK-0004459,4,2024-02-02
TCK-0004461,4,2024-02-05
TCK-0004462,4,2024-10-27
TCK-0004463,5,2024-01-11
TCK-0004467,4,2024-09-04
TCK-0004468,5,2024-12-14
TCK-0004469,4,2024-02-29
TCK-0004470,2,2024-08-28
TCK-0004472,5,2024-09-03
TCK-0004473,5,2024-11-06
TCK-0004474,2,2024-04-07
TCK-0004477,4,2024-11-09
TCK-0004478,3,2024-07-08
TCK-0004479,5,2024-02-10
TCK-0004481,5,2024-12-13
TCK-0004482,5,2024-11-19
TCK-0004485,3,2024-03-26
TCK-0004488,2,2024-06-16
TCK-0004491,4,2024-03-15
TCK-0004492,4,2024-09-06
TCK-0004493,4,2024-08-14
TCK-0004495,4,2024-07-23
TCK-0004496,1,2024-06-28
TCK-0004497,4,2024-08-23
TCK-0004498,5,2024-01-13
TCK-0004499,4,2024-05-18
TCK-0004501,5,2024-01-20
TCK-0004503,4,2024-09-04
TCK-0004504,5,2024-08-01
TCK-0004505,3,2024-07-23
TCK-0004509,5,2024-02-02
TCK-0004510,5,2024-08-24
TCK-0004511,4,2024-08-02
TCK-0004512,4,2024-02-06
TCK-0004513,4,2024-01-14
TCK-0004514,3,2024-09-04
TCK-0004515,5,2024-04-17
TCK-0004517,3,2024-02-20
TCK-0004519,1,2024-02-09
TCK-0004521,4,2024-07-16
TCK-0004522,4,2024-07-12
TCK-0004524,4,2024-07-29
TCK-0004525,1,2024-05-03
TCK-0004527,4,2024-08-27
TCK-0004528,3,2024-09-05
TCK-0004529,5,2024-05-14
TCK-0004532,5,2024-07-23
TCK-0004533,2,2024-10-04
TCK-0004534,4,2024-01-25
TCK-0004535,3,2024-04-04
TCK-0004537,2,2024-09-08
TCK-0004540,5,2024-01-19
TCK-0004541,3,2024-08-14
TCK-0004542,5,2024-08-24
TCK-0004544,3,2024-03-16
TCK-0004545,4,2024-07-27
TCK-0004546,4,2024-10-10
TCK-0004547,5,2024-03-30
TCK-0004548,5,2024-12-06
TCK-0004549,3,2024-03-01
TCK-0004555,5,2024-11-23
TCK-0004557,4,2024-06-03
TCK-0004558,5,2024-04-27
TCK-0004561,3,2024-02-02
TCK-0004562,4,2024-06-16
TCK-0004566,4,2024-04-10
TCK-0004567,5,2024-12-16
TCK-0004570,2,2024-12-02
TCK-0004573,4,2024-01-26
TCK-0004575,5,2024-11-16
TCK-0004576,4,2024-09-05
TCK-0004580,3,2024-02-19
TCK-0004581,2,2024-06-30
TCK-0004582,2,2024-03-04
TCK-0004584,5,2024-09-10
TCK-0004588,3,2024-05-20
TCK-0004589,5,2024-10-30
TCK-0004593,4,2024-04-26
TCK-0004594,4,2024-02-18
TCK-0004595,5,2024-09-24
TCK-0004596,4,2024-05-31
TCK-0004597,4,2024-11-18
TCK-0004598,4,2024-05-09
TCK-0004599,3,2024-02-02
TCK-0004601,4,2024-11-25
TCK-0004602,1,2024-09-09
TCK-0004607,5,2024-07-05
TCK-0004608,3,2024-03-08
TCK-0004610,2,2024-10-18
TCK-0004613,1,2024-01-15
TCK-0004615,5,2024-09-03
TCK-0004616,3,2024-12-13
TCK-0004618,4,2024-08-04
TCK-0004619,4,2024-09-25
TCK-0004620,5,2024-07-28
TCK-0004621,4,2024-01-05
TCK-0004624,3,2024-10-25
TCK-0004625,5,2024-12-05
TCK-0004626,4,2024-02-10
TCK-0004628,4,2024-06-03
TCK-0004630,3,2024-09-09
TCK-0004632,5,2024-12-02
TCK-0004635,4,2024-02-10
TCK-0004637,2,2024-07-04
TCK-0004638,4,2024-12-22
TCK-0004639,4,2024-10-26
TCK-0004640,4,2024-02-29
TCK-0004641,2,2024-06-16
TCK-0004642,5,2024-12-27
TCK-0004644,3,2024-10-26
TCK-0004648,4,2024-04-09
TCK-0004649,5,2024-12-04
TCK-0004650,5,2024-08-25
TCK-0004652,4,2024-09-24
TCK-0004653,5,2024-11-02
TCK-0004654,5,2024-03-23
TCK-0004655,3,2024-12-06
TCK-0004658,5,2024-07-28
TCK-0004661,3,2024-03-31
TCK-0004663,5,2024-06-14
TCK-0004664,3,2024-02-20
TCK-0004665,4,2024-05-22
TCK-0004666,5,2024-03-12
TCK-0004667,5,2024-09-16
TCK-0004668,5,2024-05-31
TCK-0004669,4,2024-07-17
TCK-0004671,3,2024-12-18
TCK-0004672,3,2024-03-20
TCK-0004674,4,2024-09-16
TCK-0004675,3,2024-05-14
TCK-0004676,5,2024-04-06
TCK-0004677,2,2024-05-17
TCK-0004678,4,2024-07-15
TCK-0004681,3,2024-11-20
TCK-0004682,5,2024-03-14
TCK-0004683,1,2024-12-16
TCK-0004684,5,2024-09-25
TCK-0004685,4,2024-07-12
TCK-0004687,5,2024-05-15
TCK-0004688,4,2024-10-11
TCK-0004689,5,2024-06-29
TCK-0004690,4,2024-05-21
TCK-0004696,4,2024-01-13
TCK-0004697,4,2024-08-29
TCK-0004698,4,2024-02-27
TCK-0004699,4,2024-07-18
TCK-0004700,4,2024-05-02
TCK-0004701,5,2024-02-20
TCK-0004703,2,2024-06-12
TCK-0004704,4,2024-07-01
TCK-0004705,4,2024-02-02
TCK-0004706,5,2024-10-15
TCK-0004707,4,2024-03-06
TCK-0004708,3,2024-11-19
TCK-0004710,5,2024-04-25
TCK-0004711,5,2024-12-14
TCK-0004713,4,2024-01-26
TCK-0004714,4,2024-09-05
TCK-0004715,4,2024-07-18
TCK-0004718,3,2024-02-17
TCK-0004720,4,2024-12-10
TCK-0004721,1,2024-05-27
TCK-0004722,5,2024-09-14
TCK-0004723,5,2024-02-19
TCK-0004725,2,2024-11-20
TCK-0004727,2,2024-11-29
TCK-0004730,3,2024-11-06
TCK-0004731,3,2024-12-13
TCK-0004733,5,2024-02-09
TCK-0004735,3,2024-02-19
TCK-0004736,3,2024-04-02
TCK-0004737,4,2024-09-29
TCK-0004738,3,2024-11-30
TCK-0004739,2,2024-06-24
TCK-0004740,5,2024-08-03
TCK-0004741,3,2024-05-22
TCK-0004742,4,2024-11-07
TCK-0004743,5,2024-03-27
TCK-0004744,3,2024-01-15
TCK-0004745,3,2024-05-28
TCK-0004748,3,2024-04-01
TCK-0004751,3,2024-07-23
TCK-0004753,2,2024-07-30
TCK-0004757,4,2024-09-19
TCK-0004760,5,2025-01-02
TCK-0004761,2,2024-12-10
TCK-0004762,5,2024-10-25
TCK-0004763,2,2024-11-14
TCK-0004764,1,2024-05-03
TCK-0004765,3,2024-02-12
TCK-0004767,4,2024-12-29
TCK-0004768,5,2024-11-22
TCK-0004769,3,2024-09-28
TCK-0004770,3,2024-03-24
TCK-0004771,2,2024-10-03
TCK-0004773,1,2024-10-31
TCK-0004774,4,2024-04-02
TCK-0004775,4,2024-02-27
TCK-0004776,4,2024-01-25
TCK-0004778,2,2024-09-12
TCK-0004780,5,2024-11-14
TCK-0004781,4,2024-10-16
TCK-0004782,4,2024-08-15
TCK-0004783,4,2024-06-24
TCK-0004785,4,2024-08-03
TCK-0004788,4,2024-09-30
TCK-0004790,5,2024-01-27
TCK-0004792,4,2024-11-08
TCK-0004793,3,2024-02-18
TCK-0004794,1,2024-05-09
TCK-0004796,4,2024-06-09
TCK-0004797,5,2024-09-07
TCK-0004800,5,2024-06-08
TCK-0004802,4,2024-09-26
TCK-0004803,5,2024-06-03
TCK-0004805,5,2024-02-08
TCK-0004806,5,2024-08-22
TCK-0004808,2,2024-06-11
TCK-0004809,5,2024-04-20
TCK-0004813,2,2024-02-15
TCK-0004815,5,2024-07-25
TCK-0004816,5,2024-05-03
TCK-0004817,4,2024-06-18
TCK-0004818,4,2024-05-10
TCK-0004819,3,2024-01-07
TCK-0004821,3,2024-07-21
TCK-0004822,3,2024-10-03
TCK-0004823,5,2024-11-29
TCK-0004824,5,2024-05-14
TCK-0004832,4,2024-10-25
TCK-0004833,5,2024-11-15
TCK-0004834,5,2024-07-16
TCK-0004835,4,2024-01-09
TCK-0004838,5,2024-11-06
TCK-0004840,4,2024-09-09
TCK-0004842,4,2024-12-07
TCK-0004847,3,2024-05-11
TCK-0004848,4,2024-09-01
TCK-0004850,5,2024-10-29
TCK-0004851,4,2024-08-07
TCK-0004853,1,2024-09-25
TCK-0004854,5,2024-10-10
TCK-0004855,5,2024-12-03
TCK-0004856,1,2024-09-29
TCK-0004859,5,2024-08-27
TCK-0004860,5,2024-06-27
TCK-0004862,3,2024-11-21
TCK-0004863,5,2024-06-16
TCK-0004864,5,2024-09-03
TCK-0004865,5,2024-04-20
TCK-0004866,3,2024-08-23
TCK-0004867,5,2024-05-03
TCK-0004868,2,2024-07-26
TCK-0004869,5,2024-02-17
TCK-0004870,5,2024-12-08
TCK-0004871,2,2024-11-29
TCK-0004872,5,2024-01-27
TCK-0004874,3,2024-06-06
TCK-0004877,5,2024-02-10
TCK-0004880,5,2024-12-16
TCK-0004881,5,2024-01-31
TCK-0004885,5,2024-08-18
TCK-0004887,4,2024-06-05
TCK-0004891,4,2024-07-10
TCK-0004893,5,2024-12-12
TCK-0004895,5,2024-02-27
TCK-0004897,4,2024-12-20
TCK-0004898,5,2024-10-29
TCK-0004899,2,2024-11-15
TCK-0004901,2,2024-06-14
TCK-0004903,4,2024-12-26
TCK-0004904,3,2024-04-21
TCK-0004905,5,2024-11-14
TCK-0004907,4,2024-12-27
TCK-0004908,3,2024-12-26
TCK-0004910,5,2024-05-07
TCK-0004911,4,2024-01-13
TCK-0004912,4,2024-07-28
TCK-0004914,4,2024-11-21
TCK-0004915,2,2024-08-25
TCK-0004916,5,2024-06-05
TCK-0004917,4,2024-07-02
TCK-0004919,4,2024-02-21
TCK-0004920,3,2024-11-15
TCK-0004922,4,2024-08-31
TCK-0004924,3,2025-01-02
TCK-0004926,5,2024-11-24
TCK-0004927,5,2024-07-20
TCK-0004929,5,2024-05-03
TCK-0004930,5,2024-06-10
TCK-0004931,5,2024-09-27
TCK-0004933,4,2024-05-26
TCK-0004934,4,2024-10-20
TCK-0004937,5,2024-12-17
TCK-0004938,3,2024-06-16
TCK-0004939,4,2024-06-12
TCK-0004941,4,2024-05-15
TCK-0004942,5,2024-01-30
TCK-0004944,5,2024-10-26
TCK-0004945,2,2024-10-19
TCK-0004946,5,2024-02-28
TCK-0004947,3,2024-04-15
TCK-0004949,4,2024-03-11
TCK-0004951,2,2024-12-06
TCK-0004952,4,2024-09-02
TCK-0004954,4,2024-03-25
TCK-0004956,4,2024-02-06
TCK-0004957,3,2024-09-17
TCK-0004958,5,2024-12-18
TCK-0004959,4,2024-09-06
TCK-0004960,2,2024-06-24
TCK-0004962,4,2024-11-27
TCK-0004966,4,2024-07-20
TCK-0004967,4,2024-01-10
TCK-0004972,4,2024-01-18
TCK-0004973,4,2024-03-18
TCK-0004974,5,2024-11-01
TCK-0004975,3,2024-12-30
TCK-0004976,4,2024-10-17
TCK-0004978,4,2024-01-12
TCK-0004979,4,2024-03-17
TCK-0004982,5,2024-08-05
TCK-0004983,5,2024-02-03
TCK-0004984,3,2024-01-16
TCK-0004985,5,2024-02-11
TCK-0004987,4,2024-12-13
TCK-0004988,3,2024-01-15
TCK-0004989,5,2024-10-03
TCK-0004990,1,2024-09-12
TCK-0004991,4,2024-03-27
TCK-0004992,3,2024-12-09
TCK-0004993,3,2024-07-13
TCK-0004996,2,2024-09-11
TCK-0004997,3,2024-02-04
TCK-0005003,5,2024-07-24
TCK-0005006,4,2024-07-26
TCK-0005009,4,2024-12-09
TCK-0005014,4,2024-09-10
TCK-0005015,4,2024-04-06
TCK-0005017,5,2024-01-04
TCK-0005018,5,2024-05-09
TCK-0005019,5,2024-09-26
TCK-0005020,4,2024-09-18
TCK-0005021,3,2024-07-25
TCK-0005022,4,2024-08-15
TCK-0005023,4,2024-09-25
TCK-0005027,5,2024-12-26
TCK-0005029,4,2024-05-30
TCK-0005031,4,2024-08-14
TCK-0005034,5,2024-12-08
TCK-0005035,1,2024-12-08
TCK-0005036,4,2024-04-09
TCK-0005037,4,2024-06-23
TCK-0005040,5,2024-06-08
TCK-0005041,4,2024-03-12
TCK-0005042,4,2024-02-29
TCK-0005043,4,2024-03-29
TCK-0005045,4,2024-01-10
TCK-0005046,4,2024-02-24
TCK-0005047,5,2024-11-03
TCK-0005048,4,2024-03-16
TCK-0005051,3,2024-04-21
TCK-0005053,5,2024-12-30
TCK-0005054,5,2024-03-09
TCK-0005055,4,2024-08-01
TCK-0005056,4,2024-02-09
TCK-0005057,5,2024-04-27
TCK-0005060,3,2024-10-28
TCK-0005061,3,2024-04-21
TCK-0005062,4,2024-03-03
TCK-0005067,1,2024-01-16
TCK-0005068,2,2024-01-27
TCK-0005070,5,2024-04-30
TCK-0005072,4,2024-03-16
TCK-0005074,5,2024-05-15
TCK-0005075,5,2024-07-10
TCK-0005077,1,2024-02-04
TCK-0005078,5,2024-03-09
TCK-0005080,1,2024-04-02
TCK-0005081,3,2024-08-21
TCK-0005082,4,2024-12-11
TCK-0005083,5,2024-05-10
TCK-0005084,4,2024-05-18
TCK-0005085,5,2024-01-23
TCK-0005086,2,2024-04-25
TCK-0005087,4,2024-06-29
TCK-0005090,4,2024-07-20
TCK-0005091,5,2024-12-04
TCK-0005096,5,2024-03-29
TCK-0005097,3,2024-02-27
TCK-0005099,4,2024-07-08
TCK-0005101,4,2024-01-17
TCK-0005103,4,2024-08-11
TCK-0005106,4,2024-07-13
TCK-0005108,2,2024-03-17
TCK-0005109,5,2024-04-24
TCK-0005110,5,2024-02-06
TCK-0005112,4,2024-08-13
TCK-0005116,5,2024-09-05
TCK-0005117,5,2024-05-14
TCK-0005119,4,2024-02-21
TCK-0005120,3,2024-05-22
TCK-0005122,3,2024-04-08
TCK-0005123,5,2024-02-13
TCK-0005124,4,2024-09-08
TCK-0005125,3,2024-04-05
TCK-0005126,4,2024-07-26
TCK-0005127,4,2024-10-25
TCK-0005128,1,2024-11-15
TCK-0005129,2,2024-11-09
TCK-0005130,3,2024-09-02
TCK-0005131,4,2024-06-25
TCK-0005132,5,2024-07-28
TCK-0005134,3,2024-01-13
TCK-0005135,5,2024-02-23
TCK-0005136,5,2024-09-14
TCK-0005137,3,2024-03-14
TCK-0005143,5,2024-01-11
TCK-0005144,5,2024-07-03
TCK-0005145,3,2024-03-29
TCK-0005146,4,2024-05-07
TCK-0005147,3,2024-01-07
TCK-0005148,5,2024-06-04
TCK-0005149,5,2024-01-27
TCK-0005150,4,2024-12-25
TCK-0005151,3,2024-08-14
TCK-0005154,5,2024-01-14
TCK-0005157,3,2024-07-09
TCK-0005159,5,2024-08-20
TCK-0005161,3,2024-07-12
TCK-0005164,4,2024-07-09
TCK-0005165,2,2024-11-26
TCK-0005166,3,2024-12-02
TCK-0005169,5,2024-04-06
TCK-0005173,5,2024-04-14
TCK-0005174,4,2024-11-19
TCK-0005176,1,2024-12-07
TCK-0005178,5,2024-09-20
TCK-0005179,5,2024-04-17
TCK-0005180,4,2024-01-15
TCK-0005181,5,2024-05-23
TCK-0005183,4,2024-02-14
TCK-0005184,5,2024-04-16
TCK-0005185,4,2024-08-18
TCK-0005187,5,2024-10-24
TCK-0005191,5,2024-12-30
TCK-0005192,5,2024-11-14
TCK-0005194,4,2024-09-17
TCK-0005195,3,2024-02-15
TCK-0005197,5,2024-03-31
TCK-0005198,4,2024-12-20
TCK-0005199,4,2024-11-09
TCK-0005200,2,2024-04-30
TCK-0005201,5,2024-01-05
TCK-0005202,4,2024-09-13
TCK-0005205,3,2024-09-04
TCK-0005206,4,2024-12-08
TCK-0005209,5,2024-04-05
TCK-0005210,2,2024-02-02
TCK-0005213,2,2024-03-08
TCK-0005216,2,2024-10-06
TCK-0005218,4,2024-11-06
TCK-0005219,4,2024-02-11
TCK-0005223,5,2024-06-07
TCK-0005224,5,2024-03-01
TCK-0005225,3,2024-09-28
TCK-0005226,4,2024-04-04
TCK-0005227,3,2024-12-02
TCK-0005228,3,2024-12-28
TCK-0005229,3,2024-06-03
TCK-0005233,3,2024-06-29
TCK-0005237,4,2024-07-21
TCK-0005239,5,2024-11-27
TCK-0005240,2,2024-01-11
TCK-0005243,3,2024-12-06
TCK-0005245,5,2024-08-05
TCK-0005246,3,2024-05-27
TCK-0005247,5,2024-04-30
TCK-0005249,3,2024-12-15
TCK-0005250,4,2025-01-01
TCK-0005252,3,2024-12-23
TCK-0005254,3,2024-07-26
TCK-0005257,4,2024-11-12
TCK-0005259,4,2024-04-25
TCK-0005262,3,2024-11-13
TCK-0005264,5,2024-02-12
TCK-0005265,3,2024-09-08
TCK-0005266,4,2024-05-08
TCK-0005270,4,2024-07-20
TCK-0005271,4,2024-11-29
TCK-0005273,4,2024-02-10
TCK-0005274,4,2024-06-30
TCK-0005277,3,2024-07-01
TCK-0005278,4,2024-11-09
TCK-0005280,5,2024-08-23
TCK-0005281,4,2024-04-18
TCK-0005282,4,2024-06-29
TCK-0005283,3,2024-01-08
TCK-0005285,5,2024-11-15
TCK-0005287,3,2024-01-07
TCK-0005288,5,2024-02-12
TCK-0005289,3,2024-11-15
TCK-0005290,2,2024-10-28
TCK-0005293,4,2024-10-23
TCK-0005294,3,2024-03-11
TCK-0005295,5,2024-10-14
TCK-0005296,4,2024-12-15
TCK-0005297,4,2024-06-09
TCK-0005298,2,2024-06-12
TCK-0005299,1,2024-09-24
TCK-0005300,1,2024-11-10
TCK-0005301,4,2024-03-01
TCK-0005303,5,2024-04-13
TCK-0005304,4,2024-07-03
TCK-0005305,4,2024-10-11
TCK-0005307,5,2024-03-13
TCK-0005309,5,2024-03-07
TCK-0005310,5,2024-06-21
TCK-0005311,4,2024-10-18
TCK-0005312,4,2024-03-19
TCK-0005315,5,2024-02-23
TCK-0005316,4,2024-12-13
TCK-0005318,4,2024-10-20
TCK-0005319,5,2024-11-26
TCK-0005320,5,2024-08-08
TCK-0005322,4,2024-10-05
TCK-0005323,5,2024-12-16
TCK-0005325,2,2024-07-29
TCK-0005326,5,2024-03-04
TCK-0005329,4,2024-04-25
TCK-0005336,3,2024-06-06
TCK-0005338,5,2024-06-03
TCK-0005339,3,2024-01-03
TCK-0005340,1,2024-11-12
TCK-0005343,5,2024-06-11
TCK-0005345,5,2024-04-03
TCK-0005347,5,2024-07-27
TCK-0005348,4,2024-10-06
TCK-0005349,4,2024-02-18
TCK-0005350,4,2024-10-15
TCK-0005353,3,2024-12-17
TCK-0005354,4,2024-03-16
TCK-0005355,3,2024-07-06
TCK-0005357,5,2024-06-30
TCK-0005359,4,2024-02-09
TCK-0005360,4,2024-08-10
TCK-0005362,5,2024-07-22
TCK-0005363,4,2024-03-28
TCK-0005366,5,2024-12-18
TCK-0005368,4,2024-03-18
TCK-0005370,5,2024-04-25
TCK-0005372,5,2024-02-15
TCK-0005374,5,2024-11-25
TCK-0005375,4,2024-09-15
TCK-0005376,5,2024-08-29
TCK-0005378,4,2024-07-31
TCK-0005379,3,2024-10-20
TCK-0005380,4,2024-01-29
TCK-0005382,4,2024-06-01
TCK-0005385,4,2024-04-24
TCK-0005388,3,2024-10-07
TCK-0005389,3,2024-10-16
TCK-0005391,5,2024-03-24
TCK-0005392,3,2024-01-21
TCK-0005394,4,2024-02-15
TCK-0005395,4,2024-07-30
TCK-0005398,4,2024-03-03
TCK-0005400,5,2024-07-07
TCK-0005401,3,2024-02-12
TCK-0005403,5,2024-06-28
TCK-0005405,5,2024-12-27
TCK-0005406,5,2024-10-06
TCK-0005409,3,2024-02-27
TCK-0005410,4,2024-10-15
TCK-0005412,5,2024-08-20
TCK-0005413,4,2024-01-08
TCK-0005414,4,2024-05-04
TCK-0005415,5,2024-09-26
TCK-0005418,5,2024-06-25
TCK-0005419,4,2024-10-31
TCK-0005421,4,2024-05-13
TCK-0005422,4,2024-09-14
TCK-0005423,3,2024-07-06
TCK-0005425,4,2024-01-21
TCK-0005426,5,2025-01-01
TCK-0005427,5,2024-09-29
TCK-0005429,3,2024-03-05
TCK-0005430,3,2024-08-22
TCK-0005431,4,2024-08-31
TCK-0005432,4,2024-10-10
TCK-0005434,4,2024-03-26
TCK-0005435,4,2024-07-21
TCK-0005438,3,2024-12-16
TCK-0005439,3,2024-03-15
TCK-0005440,4,2024-04-06
TCK-0005441,3,2024-08-11
TCK-0005443,4,2024-05-26
TCK-0005445,5,2024-07-05
TCK-0005446,5,2024-04-10
TCK-0005448,3,2024-12-03
TCK-0005450,3,2024-03-22
TCK-0005452,5,2024-10-19
TCK-0005453,4,2024-11-11
TCK-0005457,4,2024-11-09
TCK-0005459,2,2024-01-12
TCK-0005462,2,2024-12-17
TCK-0005463,5,2024-03-23
TCK-0005464,4,2024-10-01
TCK-0005465,4,2024-07-17
TCK-0005466,4,2024-08-08
TCK-0005467,4,2024-07-26
TCK-0005468,3,2024-10-03
TCK-0005469,4,2024-04-02
TCK-0005472,5,2024-06-19
TCK-0005473,5,2024-08-23
TCK-0005476,1,2024-10-04
TCK-0005477,4,2024-12-31
TCK-0005478,1,2024-02-14
TCK-0005480,2,2024-09-19
TCK-0005484,3,2024-08-14
TCK-0005485,3,2024-07-09
TCK-0005486,5,2024-01-17
TCK-0005488,3,2024-11-29
TCK-0005489,2,2024-04-19
TCK-0005490,5,2024-07-22
TCK-0005491,4,2024-06-06
TCK-0005492,5,2024-01-18
TCK-0005493,5,2024-03-10
TCK-0005496,3,2024-08-25
TCK-0005497,5,2024-01-31
TCK-0005498,4,2024-12-14
TCK-0005500,4,2024-06-21
TCK-0005501,5,2024-10-12
TCK-0005504,3,2024-04-24
TCK-0005507,4,2024-04-19
TCK-0005508,5,2024-01-13
TCK-0005509,3,2024-05-02
TCK-0005510,4,2024-02-15
TCK-0005512,4,2024-08-22
TCK-0005515,3,2024-03-14
TCK-0005516,4,2024-12-25
TCK-0005517,5,2024-08-30
TCK-0005518,5,2024-06-10
TCK-0005519,3,2024-04-01
TCK-0005521,4,2024-05-21
TCK-0005522,4,2024-02-26
TCK-0005524,5,2024-10-12
TCK-0005529,3,2024-02-11
TCK-0005530,5,2024-03-07
TCK-0005531,5,2024-12-13
TCK-0005532,5,2024-09-10
TCK-0005533,4,2024-03-30
TCK-0005536,2,2024-05-10
TCK-0005538,5,2024-07-17
TCK-0005539,3,2024-10-31
TCK-0005540,5,2024-02-20
TCK-0005541,2,2024-01-31
TCK-0005542,1,2024-06-26
TCK-0005543,1,2024-08-29
TCK-0005544,3,2024-12-05
TCK-0005545,4,2024-04-10
TCK-0005546,4,2024-03-30
TCK-0005548,4,2024-11-06
TCK-0005554,5,2024-11-05
TCK-0005557,5,2024-05-18
TCK-0005558,5,2024-10-16
TCK-0005560,5,2024-12-17
TCK-0005561,2,2024-11-27
TCK-0005562,5,2024-06-14
TCK-0005566,5,2024-08-09
TCK-0005569,4,2024-05-26
TCK-0005571,5,2024-12-26
TCK-0005572,5,2024-10-24
TCK-0005573,5,2024-11-06
TCK-0005580,3,2024-04-28
TCK-0005584,2,2024-02-09
TCK-0005585,3,2024-10-11
TCK-0005587,4,2024-09-16
TCK-0005590,2,2024-10-10
TCK-0005591,3,2024-10-20
TCK-0005592,5,2024-12-24
TCK-0005593,4,2024-06-27
TCK-0005594,2,2024-06-05
TCK-0005596,3,2024-12-14
TCK-0005597,3,2024-08-24
TCK-0005598,5,2024-10-11
TCK-0005599,5,2024-02-10
TCK-0005600,1,2024-01-26
TCK-0005605,5,2024-03-21
TCK-0005606,3,2024-07-02
TCK-0005608,5,2024-01-05
TCK-0005609,5,2024-04-19
TCK-0005610,5,2024-10-27
TCK-0005613,5,2024-06-15
TCK-0005614,5,2024-01-02
TCK-0005615,4,2024-01-10
TCK-0005616,3,2024-10-29
TCK-0005619,5,2024-10-31
TCK-0005621,4,2024-10-18
TCK-0005623,4,2024-10-15
TCK-0005624,4,2024-04-11
TCK-0005628,2,2024-07-27
TCK-0005631,3,2024-03-03
TCK-0005632,4,2024-12-21
TCK-0005635,4,2024-11-20
TCK-0005636,4,2024-04-26
TCK-0005639,2,2024-12-05
TCK-0005641,5,2024-02-16
TCK-0005642,5,2024-05-29
TCK-0005644,3,2024-08-26
TCK-0005645,4,2024-02-21
TCK-0005646,4,2024-03-30
TCK-0005647,4,2024-07-09
TCK-0005648,4,2024-10-12
TCK-0005651,5,2024-11-05
TCK-0005652,4,2024-04-13
TCK-0005654,5,2024-02-29
TCK-0005655,5,2024-04-29
TCK-0005656,5,2024-10-11
TCK-0005657,5,2024-06-28
TCK-0005658,5,2024-04-24
TCK-0005659,5,2024-11-04
TCK-0005662,4,2024-09-11
TCK-0005664,4,2024-04-30
TCK-0005665,3,2024-01-07
TCK-0005666,3,2024-02-01
TCK-0005667,5,2024-05-25
TCK-0005669,4,2024-12-21
TCK-0005670,5,2024-03-05
TCK-0005671,2,2024-03-05
TCK-0005672,4,2024-05-07
TCK-0005675,5,2024-09-11
TCK-0005676,5,2024-10-03
TCK-0005677,5,2024-06-25
TCK-0005679,5,2024-10-19
TCK-0005680,4,2024-11-11
TCK-0005681,3,2024-05-11
TCK-0005682,5,2024-07-23
TCK-0005683,4,2024-03-21
TCK-0005686,4,2024-10-15
TCK-0005687,4,2024-05-09
TCK-0005688,4,2024-07-30
TCK-0005691,5,2024-04-23
TCK-0005701,2,2024-12-24
TCK-0005702,5,2024-01-27
TCK-0005703,4,2024-02-14
TCK-0005707,2,2024-10-06
TCK-0005708,2,2024-02-26
TCK-0005710,2,2024-11-11
TCK-0005711,4,2024-12-07
TCK-0005712,4,2024-11-06
TCK-0005713,4,2024-04-07
TCK-0005714,5,2024-08-18
TCK-0005717,3,2024-09-12
TCK-0005718,3,2024-02-05
TCK-0005720,4,2024-02-21
TCK-0005721,4,2024-12-21
TCK-0005722,4,2024-08-15
