client_id,company_name,industry,country,company_size,employees,plan,signup_date,is_active,mrr_eur
CLT-000603,Vertex Works,education,CH,small,14,starter,2024-03-19,True,93.12
CLT-000604,Civic Solutions,professional_services,IT,small,15,starter,2022-10-18,True,101.22
CLT-000605,Blue Partners,finance,IE,small,33,pro,2025-06-09,True,355.13
CLT-000606,Civic Group,software_it,ES,small,19,pro,2025-09-08,True,278.57
CLT-000607,Green Industries,professional_services,FR,small,14,starter,2024-10-10,False,101.28
CLT-000608,Lumen Services,manufacturing,ES,mid,151,starter,2023-08-05,True,187.65
CLT-000609,Civic Labs,retail,IT,micro,5,pro,2023-05-20,True,260.04
CLT-000610,Vertex Solutions,education,DE,micro,1,starter,2023-10-25,True,62.36
CLT-000611,Lumen Partners,education,ES,small,14,pro,2025-03-11,True,306.87
CLT-000612,Orion Labs,software_it,DE,micro,7,starter,2022-12-31,True,101.62
CLT-000613,Swift Consulting,professional_services,FR,small,18,enterprise,2022-11-12,True,1124.82
CLT-000614,Swift Labs,retail,IE,small,14,starter,2024-07-01,True,105.64
CLT-000615,Delta Works,healthcare,ES,mid,128,pro,2022-03-24,True,479.41
CLT-000616,Orion Trading,healthcare,NL,mid,116,starter,2024-08-16,True,199.0
CLT-000617,Aurum Labs,software_it,FR,mid,191,pro,2022-04-08,True,524.36
CLT-000618,Civic Consulting,ecommerce,ES,small,49,starter,2025-04-14,True,146.75
CLT-000619,Alto Partners,professional_services,FR,small,15,starter,2025-10-04,True,119.48
CLT-000620,Vertex Industries,software_it,FR,large,281,enterprise,2022-02-06,False,1248.34
CLT-000621,Blue Partners,ecommerce,ES,small,40,starter,2025-06-17,True,146.47
CLT-000622,Lumen Systems,software_it,PT,micro,4,starter,2024-09-12,True,89.42
CLT-000623,Swift Services,professional_services,FR,small,21,starter,2022-11-09,True,114.66
CLT-000624,Aurum Partners,ecommerce,FR,micro,1,starter,2023-11-15,False,76.02
CLT-000625,Lumen Systems,finance,AT,small,25,starter,2024-09-25,True,122.53
CLT-000626,Lumen Works,hospitality,CH,mid,88,starter,2025-03-26,True,149.65
CLT-000627,Orion Systems,software_it,IE,small,26,starter,2022-11-27,True,110.25
CLT-000628,Vertex Partners,professional_services,DE,mid,80,enterprise,2025-09-07,True,1406.77
CLT-000629,Lumen Systems,finance,CH,small,48,pro,2022-11-28,True,307.15
CLT-000630,Lumen Consulting,software_it,NL,micro,4,starter,2024-10-08,True,76.63
CLT-000631,Nova Solutions,professional_services,DE,small,22,starter,2022-08-22,True,102.86
CLT-000632,Green Partners,ecommerce,DE,small,18,pro,2024-11-21,True,244.1
CLT-000633,Nova Partners,education,BE,mid,199,starter,2025-02-25,False,199.0
CLT-000634,Orion Consulting,hospitality,IE,micro,3,starter,2022-07-23,True,77.97
CLT-000635,Blue Consulting,ecommerce,PT,small,28,pro,2023-12-01,True,267.75
CLT-000636,Prime Group,ecommerce,NL,small,10,starter,2023-04-13,True,96.96
CLT-000637,Swift Partners,manufacturing,CH,small,37,pro,2024-11-25,True,271.37
CLT-000638,Vertex Systems,software_it,AT,micro,7,starter,2025-03-22,True,97.2
CLT-000639,Lumen Services,ecommerce,AT,mid,249,pro,2023-10-05,True,411.92
CLT-000640,Prime Services,software_it,IT,small,49,pro,2025-06-20,True,355.59
CLT-000641,Orion Systems,hospitality,BE,micro,4,starter,2022-09-16,True,86.26
CLT-000642,Green Consulting,professional_services,ES,micro,4,pro,2025-01-10,True,219.6
CLT-000643,Prime Systems,software_it,AT,micro,3,starter,2022-04-08,True,94.1
CLT-000644,Aurum Labs,software_it,IT,micro,1,starter,2025-07-09,True,81.34
CLT-000645,Green Group,retail,DE,mid,117,pro,2023-05-23,True,405.81
CLT-000646,Green Group,software_it,ES,small,20,starter,2022-09-24,True,113.36
CLT-000647,Vertex Services,manufacturing,ES,mid,219,pro,2024-06-20,True,549.95
CLT-000648,Lumen Systems,software_it,PT,micro,4,starter,2024-12-19,True,76.73
CLT-000649,Aurum Solutions,education,BE,small,20,pro,2022-03-24,True,249.09
CLT-000650,Prime Group,manufacturing,DE,mid,56,starter,2023-09-17,True,137.71
CLT-000651,Lumen Partners,manufacturing,FR,micro,2,starter,2024-07-15,True,85.35
CLT-000652,Aurum Works,software_it,FR,small,37,starter,2023-10-29,True,141.06
CLT-000653,Delta Systems,hospitality,DE,micro,3,starter,2022-12-06,True,83.79
CLT-000654,Lumen Labs,software_it,IT,small,12,pro,2022-04-19,True,269.88
CLT-000655,Aurum Services,software_it,IE,mid,147,pro,2025-04-01,True,472.49
CLT-000656,Delta Group,software_it,ES,mid,57,pro,2024-12-17,True,314.81
CLT-000657,Alto Consulting,professional_services,IT,micro,5,pro,2025-10-21,True,254.82
CLT-000658,Vertex Industries,software_it,FR,small,17,starter,2024-02-09,True,126.36
CLT-000659,Nova Trading,manufacturing,DE,micro,4,pro,2023-07-06,True,237.98
CLT-000660,Swift Consulting,ecommerce,ES,micro,6,pro,2025-10-14,True,271.54
CLT-000661,Orion Industries,ecommerce,DE,micro,4,pro,2024-02-04,True,213.58
CLT-000662,Green Services,education,CH,small,24,starter,2024-09-14,True,110.46
CLT-000663,Orion Systems,finance,AT,micro,5,starter,2024-12-29,True,81.99
CLT-000664,Swift Consulting,healthcare,PT,large,982,enterprise,2023-10-14,True,2067.84
CLT-000665,Orion Labs,healthcare,AT,micro,4,starter,2025-05-12,True,97.1
CLT-000666,Blue Solutions,software_it,IT,micro,2,starter,2024-09-28,True,78.88
CLT-000667,Orion Consulting,hospitality,IT,mid,104,enterprise,2024-02-10,True,1213.02
CLT-000668,Blue Solutions,ecommerce,FR,micro,7,starter,2023-01-28,True,96.62
CLT-000669,Prime Trading,manufacturing,DE,small,26,starter,2025-07-31,True,138.75
CLT-000670,Delta Services,manufacturing,ES,small,25,pro,2022-05-14,True,321.11
CLT-000671,Blue Labs,finance,CH,mid,140,enterprise,2022-02-17,True,1401.7
CLT-000672,Civic Works,manufacturing,DE,small,37,enterprise,2023-07-16,True,1180.94
CLT-000673,Aurum Group,software_it,ES,small,22,starter,2023-11-17,True,121.07
CLT-000674,Nova Trading,ecommerce,AT,micro,3,starter,2025-07-06,True,68.6
CLT-000675,Swift Solutions,retail,IT,micro,3,starter,2023-11-29,True,90.76
CLT-000676,Civic Trading,healthcare,CH,small,35,pro,2022-06-25,True,357.68
CLT-000677,Swift Group,retail,IE,mid,103,starter,2022-04-17,True,177.81
CLT-000678,Alto Works,professional_services,BE,small,14,pro,2025-06-22,True,287.08
CLT-000679,Orion Solutions,professional_services,ES,micro,1,starter,2023-02-01,True,63.48
CLT-000680,Civic Labs,manufacturing,DE,small,17,starter,2022-09-19,True,108.75
CLT-000681,Orion Group,hospitality,DE,mid,74,pro,2024-01-26,True,364.88
CLT-000682,Orion Industries,manufacturing,FR,mid,177,starter,2023-02-15,True,199.0
CLT-000683,Alto Group,ecommerce,FR,small,20,pro,2025-03-05,True,297.84
CLT-000684,Swift Group,ecommerce,FR,mid,63,pro,2023-11-10,True,335.57
CLT-000685,Swift Industries,software_it,PT,micro,3,starter,2024-06-20,True,84.17
CLT-000686,Vertex Solutions,professional_services,AT,micro,2,starter,2025-02-09,True,69.79
CLT-000687,Blue Labs,software_it,IE,small,14,starter,2023-03-07,True,97.05
CLT-000688,Vertex Industries,education,CH,large,360,pro,2025-05-12,True,579.8
CLT-000689,Nova Works,finance,IT,micro,2,starter,2023-07-28,True,87.22
CLT-000690,Delta Partners,software_it,FR,small,24,starter,2025-08-14,True,115.55
CLT-000691,Civic Partners,healthcare,FR,small,16,starter,2025-04-05,True,125.45
CLT-000692,Delta Solutions,hospitality,FR,small,17,starter,2024-02-12,True,127.72
CLT-000693,Vertex Labs,software_it,IT,micro,3,starter,2024-08-10,True,77.21
CLT-000694,Aurum Partners,ecommerce,ES,small,20,starter,2022-06-18,True,115.55
CLT-000695,Civic Consulting,hospitality,BE,micro,2,starter,2023-09-12,True,85.01
CLT-000696,Prime Trading,education,NL,large,1628,enterprise,2022-01-18,True,1866.33
CLT-000697,Vertex Systems,finance,CH,mid,158,pro,2023-03-06,True,438.24
CLT-000698,Civic Partners,ecommerce,BE,mid,92,pro,2025-11-30,True,372.96
CLT-000699,Civic Solutions,manufacturing,DE,micro,3,starter,2024-04-06,True,87.1
CLT-000700,Prime Group,manufacturing,IT,micro,4,starter,2024-03-11,True,81.78
CLT-000701,Aurum Consulting,education,DE,small,18,pro,2022-12-30,True,300.47
CLT-000702,Aurum Solutions,software_it,FR,large,448,enterprise,2022-05-24,True,1475.38
CLT-000703,Nova Industries,hospitality,DE,small,17,starter,2023-02-27,True,100.01
CLT-000704,Swift Partners,manufacturing,FR,micro,1,starter,2023-02-18,False,63.9
CLT-000705,Alto Systems,professional_services,IT,micro,4,starter,2022-03-22,True,78.91
CLT-000706,Aurum Group,healthcare,NL,micro,6,starter,2023-05-26,True,94.25
CLT-000707,Swift Partners,retail,DE,small,23,starter,2023-03-21,True,115.84
CLT-000708,Civic Consulting,software_it,AT,micro,5,starter,2023-06-02,True,74.3
CLT-000709,Nova Consulting,retail,IT,small,18,starter,2022-03-19,False,97.84
CLT-000710,Blue Group,ecommerce,NL,small,28,starter,2023-07-26,True,111.44
CLT-000711,Nova Works,professional_services,FR,small,20,pro,2025-10-19,True,280.68
CLT-000712,Blue Trading,hospitality,NL,small,21,pro,2024-12-06,True,309.84
CLT-000713,Alto Systems,ecommerce,NL,small,13,starter,2023-05-27,True,95.46
CLT-000714,Alto Solutions,education,ES,micro,1,starter,2022-07-17,True,80.99
CLT-000715,Blue Industries,manufacturing,FR,mid,76,pro,2025-01-14,True,355.83
CLT-000716,Green Trading,professional_services,FR,micro,3,starter,2023-07-25,True,78.12
CLT-000717,Alto Trading,healthcare,ES,small,23,starter,2023-10-27,True,127.47
CLT-000718,Orion Industries,retail,DE,mid,50,pro,2023-11-18,False,381.5
CLT-000719,Aurum Systems,healthcare,ES,small,15,starter,2023-05-14,True,91.87
CLT-000720,Vertex Partners,software_it,DE,micro,9,starter,2023-11-05,True,91.31
CLT-000721,Nova Services,ecommerce,BE,mid,141,pro,2023-12-03,True,428.74
CLT-000722,Orion Trading,retail,PT,micro,7,starter,2025-07-13,False,104.77
CLT-000723,Alto Trading,education,FR,mid,77,pro,2023-02-23,True,313.17
CLT-000724,Lumen Partners,healthcare,DE,micro,2,starter,2024-07-07,True,69.93
CLT-000725,Aurum Consulting,ecommerce,CH,small,21,pro,2024-06-06,True,320.01
CLT-000726,Aurum Solutions,ecommerce,BE,micro,6,starter,2025-02-06,True,83.09
CLT-000727,Aurum Labs,ecommerce,ES,small,21,starter,2022-01-27,True,126.03
CLT-000728,Vertex Partners,ecommerce,ES,small,28,starter,2025-04-19,True,142.07
CLT-000729,Alto Systems,software_it,CH,mid,148,pro,2025-07-24,True,457.17
CLT-000730,Orion Systems,healthcare,CH,micro,5,starter,2025-08-14,True,91.15
CLT-000731,Orion Industries,retail,DE,large,1314,enterprise,2024-03-25,True,2225.86
CLT-000732,Alto Services,hospitality,IE,micro,3,starter,2024-12-27,True,78.51
CLT-000733,Prime Systems,hospitality,BE,mid,54,pro,2022-10-20,True,305.88
CLT-000734,Lumen Systems,software_it,NL,micro,3,starter,2024-05-05,True,86.09
CLT-000735,Lumen Systems,ecommerce,FR,small,17,pro,2024-07-11,True,252.56
CLT-000736,Green Solutions,finance,BE,micro,2,starter,2025-07-27,True,72.37
CLT-000737,Swift Consulting,ecommerce,DE,small,21,starter,2022-05-06,True,135.0
CLT-000738,Orion Works,software_it,BE,micro,5,starter,2023-06-29,True,87.17
CLT-000739,Vertex Works,ecommerce,ES,mid,99,pro,2023-11-08,True,321.79
CLT-000740,Lumen Systems,hospitality,BE,micro,7,starter,2025-12-03,True,85.03
CLT-000741,Aurum Works,hospitality,NL,small,15,pro,2023-10-29,True,250.37
CLT-000742,Aurum Systems,finance,BE,micro,3,starter,2022-07-25,True,76.02
CLT-000743,Green Industries,hospitality,IE,mid,109,enterprise,2025-01-28,True,1266.29
CLT-000744,Aurum Consulting,manufacturing,ES,micro,4,enterprise,2022-03-01,True,1230.37
CLT-000745,Swift Labs,professional_services,DE,small,12,pro,2022-07-05,True,252.59
CLT-000746,Green Works,retail,BE,small,16,pro,2024-02-21,True,304.82
CLT-000747,Swift Trading,software_it,DE,micro,2,pro,2024-02-18,True,190.92
CLT-000748,Nova Works,finance,IT,large,447,enterprise,2022-09-16,True,1597.65
CLT-000749,Green Consulting,manufacturing,DE,small,34,starter,2025-05-16,True,143.35
CLT-000750,Lumen Solutions,professional_services,IT,large,901,enterprise,2024-10-10,True,2043.12
CLT-000751,Nova Group,healthcare,FR,mid,169,pro,2023-01-02,True,478.29
CLT-000752,Prime Industries,manufacturing,AT,micro,5,starter,2023-08-03,True,100.69
CLT-000753,Lumen Services,software_it,DE,mid,151,enterprise,2025-12-24,True,1396.29
CLT-000754,Delta Industries,manufacturing,ES,mid,50,starter,2025-08-26,False,158.83
CLT-000755,Delta Consulting,education,NL,micro,7,pro,2022-04-26,True,293.72
CLT-000756,Blue Solutions,manufacturing,FR,micro,3,starter,2023-05-17,True,74.54
CLT-000757,Aurum Labs,education,NL,small,16,pro,2025-09-10,True,274.33
CLT-000758,Orion Systems,retail,DE,small,21,starter,2022-02-17,True,136.28
CLT-000759,Aurum Labs,software_it,NL,small,26,starter,2023-10-29,True,140.39
CLT-000760,Civic Industries,healthcare,ES,small,22,pro,2025-01-08,True,319.29
CLT-000761,Alto Trading,hospitality,AT,micro,4,starter,2023-10-06,True,74.29
CLT-000762,Green Industries,professional_services,FR,mid,129,starter,2024-11-29,True,186.05
CLT-000763,Civic Partners,manufacturing,FR,micro,4,starter,2025-09-19,True,77.44
CLT-000764,Green Industries,finance,DE,large,686,pro,2022-09-21,True,668.91
CLT-000765,Civic Labs,retail,DE,micro,2,starter,2025-11-23,True,69.99
CLT-000766,Orion Labs,retail,AT,micro,2,pro,2025-05-23,True,255.33
CLT-000767,Vertex Systems,education,DE,micro,2,starter,2024-04-13,True,81.6
CLT-000768,Vertex Group,software_it,BE,mid,90,enterprise,2023-04-01,True,1087.76
CLT-000769,Alto Industries,hospitality,IT,small,27,starter,2025-03-17,True,126.58
CLT-000770,Delta Consulting,software_it,IE,mid,96,pro,2024-12-24,True,434.94
CLT-000771,Swift Partners,professional_services,IT,small,33,starter,2025-03-08,True,111.11
CLT-000772,Lumen Group,professional_services,NL,small,26,enterprise,2024-08-17,True,1061.43
CLT-000773,Swift Services,hospitality,CH,mid,50,enterprise,2024-04-12,True,1339.14
CLT-000774,Orion Consulting,professional_services,FR,micro,4,starter,2024-10-06,True,70.86
CLT-000775,Swift Services,software_it,CH,small,32,starter,2022-09-13,True,135.22
CLT-000776,Lumen Solutions,healthcare,NL,small,11,enterprise,2024-12-17,True,932.8
CLT-000777,Aurum Industries,hospitality,NL,small,17,pro,2024-11-18,True,237.1
CLT-000778,Aurum Systems,education,FR,micro,9,pro,2022-08-30,True,257.83
CLT-000779,Prime Trading,retail,FR,small,42,pro,2024-08-06,True,362.03
CLT-000780,Nova Group,ecommerce,FR,micro,2,starter,2024-04-03,True,67.27
CLT-000781,Aurum Trading,manufacturing,FR,micro,2,starter,2025-09-06,True,77.09
CLT-000782,Vertex Labs,hospitality,DE,small,26,starter,2024-06-07,False,139.33
CLT-000783,Lumen Trading,professional_services,FR,micro,3,starter,2025-09-26,True,81.2
CLT-000784,Orion Labs,manufacturing,FR,small,25,pro,2024-03-29,True,339.07
CLT-000785,Swift Industries,software_it,FR,micro,2,starter,2023-04-30,True,86.64
CLT-000786,Swift Works,ecommerce,BE,micro,3,starter,2022-11-09,True,73.03
CLT-000787,Prime Consulting,education,IE,micro,5,starter,2022-07-31,True,88.05
CLT-000788,Blue Trading,manufacturing,AT,small,17,starter,2023-01-29,True,108.39
CLT-000789,Delta Trading,software_it,FR,small,15,starter,2023-11-20,True,91.92
CLT-000790,Swift Solutions,professional_services,DE,micro,3,starter,2022-04-08,True,67.83
CLT-000791,Orion Group,ecommerce,FR,mid,75,enterprise,2024-01-15,True,1072.93
CLT-000792,Orion Solutions,healthcare,NL,micro,2,starter,2025-04-21,True,74.46
CLT-000793,Orion Labs,ecommerce,FR,mid,54,enterprise,2025-09-02,True,1078.42
CLT-000794,Aurum Consulting,manufacturing,FR,micro,1,starter,2023-01-28,True,78.03
CLT-000795,Civic Group,ecommerce,IE,small,10,starter,2022-02-14,True,91.71
CLT-000796,Blue Labs,manufacturing,FR,mid,195,pro,2025-11-03,True,463.74
CLT-000797,Alto Industries,manufacturing,ES,small,18,starter,2022-01-08,True,101.8
CLT-000798,Lumen Solutions,finance,IE,small,29,starter,2023-03-28,True,116.7
CLT-000799,Alto Industries,manufacturing,DE,micro,3,pro,2022-04-16,True,215.71
CLT-000800,Green Services,retail,FR,small,35,pro,2025-01-29,True,273.95
CLT-000801,Delta Labs,software_it,DE,mid,151,enterprise,2022-12-28,True,1106.91
CLT-000802,Orion Works,healthcare,FR,small,49,pro,2025-02-02,True,326.55
CLT-000803,Vertex Labs,retail,FR,mid,95,pro,2024-06-07,True,436.51
CLT-000804,Alto Partners,professional_services,FR,mid,68,pro,2025-08-19,True,333.03
CLT-000805,Blue Systems,professional_services,NL,micro,3,starter,2024-04-04,True,82.53
CLT-000806,Lumen Solutions,ecommerce,IT,micro,9,starter,2022-03-31,True,106.36
CLT-000807,Prime Industries,manufacturing,CH,mid,131,enterprise,2022-06-24,True,1296.81
CLT-000808,Delta Partners,professional_services,PT,small,14,starter,2025-01-18,True,118.31
CLT-000809,Alto Services,manufacturing,DE,mid,57,starter,2025-09-04,True,175.42
CLT-000810,Orion Systems,healthcare,NL,mid,55,pro,2023-08-01,True,354.27
CLT-000811,Alto Group,hospitality,CH,mid,121,pro,2025-05-13,True,396.54
CLT-000812,Orion Labs,professional_services,IT,mid,77,pro,2023-06-28,True,392.27
CLT-000813,Alto Solutions,education,IE,mid,79,pro,2024-09-06,True,319.36
CLT-000814,Swift Labs,professional_services,FR,micro,5,starter,2024-09-12,True,85.39
CLT-000815,Orion Group,education,FR,mid,90,pro,2024-10-05,True,420.6
CLT-000816,Swift Consulting,ecommerce,IT,small,37,pro,2023-04-27,True,284.16
CLT-000817,Nova Group,education,IT,mid,65,enterprise,2022-10-13,True,1073.78
CLT-000818,Civic Systems,finance,DE,micro,5,starter,2024-05-19,True,94.03
CLT-000819,Orion Works,finance,FR,mid,62,starter,2022-06-07,False,175.11
CLT-000820,Swift Industries,ecommerce,BE,micro,6,starter,2023-11-22,True,95.08
CLT-000821,Nova Labs,software_it,FR,small,23,starter,2024-03-22,True,126.8
CLT-000822,Aurum Services,professional_services,NL,small,18,pro,2023-07-11,True,284.32
CLT-000823,Blue Trading,software_it,ES,small,23,pro,2024-09-04,True,306.63
CLT-000824,Swift Industries,ecommerce,FR,small,18,starter,2023-11-19,False,104.28
CLT-000825,Civic Consulting,manufacturing,FR,mid,79,pro,2022-03-08,True,315.82
CLT-000826,Delta Works,education,FR,small,22,starter,2023-12-30,True,126.34
CLT-000827,Alto Group,healthcare,ES,micro,5,starter,2024-02-22,True,99.06
CLT-000828,Nova Labs,retail,FR,micro,3,starter,2022-10-16,True,72.31
CLT-000829,Civic Services,retail,AT,small,30,starter,2023-08-19,True,143.38
CLT-000830,Swift Solutions,healthcare,IE,small,13,starter,2022-11-09,True,122.52
CLT-000831,Alto Solutions,hospitality,FR,small,15,starter,2022-07-02,True,115.89
CLT-000832,Aurum Labs,education,AT,mid,60,enterprise,2025-03-10,True,1157.91
CLT-000833,Prime Systems,retail,ES,small,20,pro,2023-10-05,True,304.31
CLT-000834,Civic Partners,hospitality,DE,small,27,pro,2023-05-17,True,306.07
CLT-000835,Blue Consulting,software_it,DE,small,13,starter,2022-07-11,True,103.7
CLT-000836,Civic Partners,professional_services,FR,micro,7,starter,2024-04-02,True,87.21
CLT-000837,Delta Partners,healthcare,FR,micro,3,pro,2022-10-26,True,221.45
CLT-000838,Nova Works,software_it,BE,mid,83,starter,2025-11-01,True,157.93
CLT-000839,Blue Consulting,professional_services,FR,micro,6,starter,2023-03-15,True,83.16
CLT-000840,Nova Consulting,ecommerce,IE,large,462,enterprise,2024-09-13,True,1652.85
CLT-000841,Blue Systems,retail,DE,small,23,pro,2025-06-16,True,308.84
CLT-000842,Lumen Group,hospitality,FR,mid,109,pro,2025-10-12,True,399.4
CLT-000843,Nova Partners,finance,CH,small,27,starter,2023-01-20,True,126.35
CLT-000844,Blue Works,ecommerce,DE,large,609,enterprise,2025-08-21,True,1583.18
CLT-000845,Vertex Group,ecommerce,PT,large,560,enterprise,2022-11-30,True,1541.16
CLT-000846,Orion Systems,healthcare,IT,mid,183,pro,2025-07-21,True,466.14
CLT-000847,Nova Labs,professional_services,PT,mid,115,enterprise,2022-09-12,True,1416.95
CLT-000848,Aurum Systems,retail,IE,mid,50,pro,2024-11-05,True,377.79
CLT-000849,Prime Labs,finance,PT,small,20,starter,2024-02-06,True,116.23
CLT-000850,Lumen Works,software_it,DE,small,19,starter,2025-06-16,True,126.89
CLT-000851,Delta Systems,retail,FR,large,619,pro,2022-09-16,True,692.76
CLT-000852,Swift Labs,software_it,PT,micro,1,starter,2022-06-11,True,60.98
CLT-000853,Lumen Industries,retail,AT,mid,54,pro,2023-02-01,True,310.02
CLT-000854,Swift Labs,professional_services,NL,mid,144,pro,2022-07-31,True,487.43
CLT-000855,Alto Consulting,professional_services,FR,micro,5,starter,2022-02-14,True,87.57
CLT-000856,Orion Consulting,ecommerce,FR,mid,132,starter,2023-09-04,False,179.65
CLT-000857,Delta Works,software_it,PT,micro,4,starter,2025-05-26,False,71.22
CLT-000858,Civic Industries,ecommerce,FR,mid,73,starter,2022-07-08,True,168.48
CLT-000859,Prime Partners,manufacturing,BE,small,20,starter,2025-11-08,True,124.05
CLT-000860,Swift Consulting,healthcare,IT,micro,3,starter,2023-07-11,True,85.21
CLT-000861,Delta Systems,manufacturing,ES,small,24,starter,2022-03-11,True,110.55
CLT-000862,Swift Labs,hospitality,IT,large,632,pro,2023-10-23,True,596.18
CLT-000863,Green Consulting,ecommerce,FR,micro,6,starter,2025-03-08,True,102.94
CLT-000864,Civic Consulting,retail,DE,small,15,pro,2025-10-06,True,312.36
CLT-000865,Swift Systems,professional_services,DE,micro,6,enterprise,2024-05-12,True,1066.75
CLT-000866,Delta Group,professional_services,IT,micro,4,starter,2022-09-26,True,82.25
CLT-000867,Civic Services,retail,FR,micro,5,starter,2024-03-30,True,96.23
CLT-000868,Aurum Works,professional_services,FR,large,588,enterprise,2024-02-05,True,1400.68
CLT-000869,Green Solutions,software_it,PT,large,2312,pro,2022-06-30,True,899.0
CLT-000870,Vertex Services,education,AT,mid,50,starter,2023-09-16,True,138.86
CLT-000871,Delta Systems,software_it,DE,micro,3,pro,2025-04-11,True,273.46
CLT-000872,Swift Partners,manufacturing,NL,micro,3,starter,2024-09-15,True,75.18
CLT-000873,Prime Consulting,finance,DE,micro,8,starter,2022-06-03,True,80.96
CLT-000874,Nova Trading,ecommerce,ES,small,12,pro,2024-11-18,True,291.72
CLT-000875,Prime Partners,finance,NL,micro,3,starter,2023-02-20,True,73.07
CLT-000876,Prime Systems,professional_services,FR,mid,125,enterprise,2022-08-14,True,1473.82
CLT-000877,Blue Labs,retail,FR,small,13,starter,2024-10-25,True,98.87
CLT-000878,Aurum Labs,software_it,DE,small,31,starter,2022-12-28,True,130.26
CLT-000879,Aurum Services,retail,ES,small,18,starter,2023-04-09,True,120.33
CLT-000880,Swift Systems,professional_services,DE,mid,147,starter,2023-02-21,True,194.43
CLT-000881,Delta Labs,software_it,BE,small,28,starter,2025-11-09,True,117.63
CLT-000882,Alto Industries,hospitality,FR,micro,1,starter,2022-12-30,True,82.25
CLT-000883,Blue Solutions,education,IT,small,21,starter,2022-02-05,True,136.41
CLT-000884,Green Services,healthcare,ES,mid,85,pro,2025-01-22,True,372.35
CLT-000885,Vertex Partners,ecommerce,FR,small,23,pro,2025-08-03,False,340.26
CLT-000886,Green Industries,software_it,DE,small,27,starter,2022-07-02,True,143.71
CLT-000887,Orion Consulting,hospitality,AT,small,36,enterprise,2024-12-15,True,1335.73
CLT-000888,Vertex Group,ecommerce,DE,large,488,enterprise,2023-12-05,True,1365.61
CLT-000889,Aurum Works,finance,AT,micro,8,starter,2024-08-13,True,96.02
CLT-000890,Prime Works,software_it,IT,small,14,starter,2023-03-22,True,109.88
CLT-000891,Nova Partners,ecommerce,DE,small,19,pro,2025-09-24,True,290.3
CLT-000892,Alto Labs,healthcare,FR,small,32,starter,2023-12-28,True,137.98
CLT-000893,Swift Systems,hospitality,DE,mid,246,starter,2024-06-11,True,199.0
CLT-000894,Delta Industries,professional_services,NL,micro,4,starter,2025-03-06,True,83.95
CLT-000895,Blue Systems,finance,BE,micro,4,starter,2025-11-04,True,84.16
CLT-000896,Swift Partners,ecommerce,ES,micro,9,starter,2022-10-15,True,90.8
CLT-000897,Green Works,software_it,ES,small,23,pro,2024-03-15,True,309.44
CLT-000898,Aurum Services,software_it,ES,micro,8,starter,2022-07-19,True,97.39
CLT-000899,Lumen Group,software_it,IE,small,22,pro,2024-11-23,True,314.36
CLT-000900,Aurum Industries,retail,DE,mid,88,enterprise,2022-01-14,True,1307.73
CLT-000901,Green Consulting,software_it,FR,mid,112,starter,2022-02-20,True,186.99
CLT-000902,Nova Consulting,manufacturing,DE,micro,2,starter,2025-09-09,True,76.07
CLT-000903,Orion Solutions,finance,FR,small,10,starter,2024-09-02,True,92.23
CLT-000904,Alto Works,retail,ES,small,25,starter,2024-05-20,True,112.95
CLT-000905,Alto Works,manufacturing,DE,micro,5,starter,2023-12-28,True,87.01
CLT-000906,Lumen Partners,education,DE,small,35,starter,2025-12-17,True,133.84
CLT-000907,Blue Industries,healthcare,DE,micro,8,starter,2025-09-10,True,91.81
CLT-000908,Orion Partners,ecommerce,DE,small,45,pro,2024-12-12,True,349.87
CLT-000909,Delta Works,retail,DE,small,20,enterprise,2023-04-30,True,1281.42
CLT-000910,Lumen Systems,ecommerce,BE,micro,4,pro,2022-05-30,True,230.54
CLT-000911,Orion Solutions,professional_services,CH,small,23,starter,2024-06-15,True,108.27
CLT-000912,Lumen Industries,manufacturing,ES,mid,162,pro,2025-10-29,True,500.39
CLT-000913,Orion Services,finance,ES,small,21,pro,2025-02-18,True,318.24
CLT-000914,Aurum Systems,hospitality,IT,small,12,starter,2024-10-18,True,106.66
CLT-000915,Vertex Solutions,education,DE,mid,57,starter,2022-11-20,True,131.07
CLT-000916,Delta Trading,education,PT,small,20,pro,2022-08-16,True,329.23
CLT-000917,Prime Solutions,ecommerce,FR,micro,2,pro,2022-05-08,True,196.52
CLT-000918,Delta Works,healthcare,NL,micro,4,starter,2025-02-03,True,74.31
CLT-000919,Lumen Solutions,manufacturing,FR,micro,3,starter,2023-04-12,False,69.36
CLT-000920,Green Services,ecommerce,IT,small,11,starter,2024-02-12,True,98.84
CLT-000921,Swift Services,ecommerce,FR,mid,198,starter,2024-06-13,True,199.0
CLT-000922,Alto Works,ecommerce,FR,mid,183,starter,2022-01-31,True,199.0
CLT-000923,Nova Consulting,ecommerce,FR,micro,2,pro,2023-08-22,True,222.04
CLT-000924,Orion Consulting,software_it,NL,mid,50,enterprise,2023-03-28,True,1117.23
CLT-000925,Vertex Services,retail,DE,small,12,starter,2022-04-21,True,99.94
CLT-000926,Delta Partners,professional_services,DE,micro,5,starter,2022-10-18,True,80.02
CLT-000927,Aurum Partners,software_it,CH,mid,71,pro,2022-06-23,True,402.96
CLT-000928,Swift Partners,ecommerce,FR,small,16,pro,2024-12-26,True,259.29
CLT-000929,Civic Group,hospitality,CH,mid,52,pro,2025-04-25,True,282.63
